dataset_row_id,factor_key,true_sentiment,predicted_pair,pred_sentiment,sentiment_correct
732,crime_count,negative,False,__missed_factor__,False
733,consumer_price_index,negative,False,__missed_factor__,False
734,real_income_index,negative,False,__missed_factor__,False
734,consumer_price_index,negative,True,negative,True
736,enterprises_count,positive,False,__missed_factor__,False
737,crime_count,negative,True,negative,True
738,crime_count,negative,True,neutral,False
739,crime_count,negative,True,negative,True
740,industrial_production_index,positive,True,neutral,False
741,industrial_production_index,positive,True,positive,True
743,crime_count,positive,True,negative,False
745,industrial_production_index,negative,False,__missed_factor__,False
747,crime_count,negative,False,__missed_factor__,False
748,crime_count,negative,True,negative,True
748,mortality_rate,negative,False,__missed_factor__,False
749,industrial_production_index,positive,True,positive,True
750,enterprises_count,negative,False,__missed_factor__,False
751,industrial_production_index,positive,True,positive,True
752,life_expectancy,negative,False,__missed_factor__,False
752,air_pollution,negative,True,neutral,False
753,industrial_production_index,positive,False,__missed_factor__,False
754,industrial_production_index,positive,False,__missed_factor__,False
755,enterprises_count,positive,False,__missed_factor__,False
756,enterprises_count,negative,False,__missed_factor__,False
757,crime_count,negative,True,negative,True
758,crime_count,negative,False,__missed_factor__,False
759,enterprises_count,positive,True,neutral,False
761,enterprises_count,positive,True,neutral,False
762,enterprises_count,positive,True,positive,True
763,crime_count,negative,True,negative,True
764,international_inflow,negative,False,__missed_factor__,False
765,industrial_production_index,positive,False,__missed_factor__,False
766,enterprises_count,negative,True,neutral,False
767,enterprises_count,negative,False,__missed_factor__,False
768,enterprises_count,negative,False,__missed_factor__,False
769,enterprises_count,positive,False,__missed_factor__,False
770,mortality_rate,negative,False,__missed_factor__,False
771,international_inflow,positive,True,positive,True
771,industrial_production_index,positive,False,__missed_factor__,False
772,enterprises_count,positive,False,__missed_factor__,False
776,unemployment_rate,negative,True,negative,True
777,industrial_production_index,positive,False,__missed_factor__,False
778,crime_count,negative,False,__missed_factor__,False
779,industrial_production_index,positive,True,positive,True
780,consumer_price_index,positive,True,negative,False
781,preschool_coverage,negative,False,__missed_factor__,False
782,enterprises_count,positive,True,negative,False
783,primary_housing_price_index,negative,False,__missed_factor__,False
785,enterprises_count,negative,False,__missed_factor__,False
788,industrial_production_index,positive,False,__missed_factor__,False
789,industrial_production_index,positive,True,positive,True
790,housing_area_per_capita,negative,False,__missed_factor__,False
790,wastewater_discharge,negative,False,__missed_factor__,False
791,per_capita_income,positive,False,__missed_factor__,False
792,enterprises_count,positive,True,positive,True
793,enterprises_count,positive,True,neutral,False
795,industrial_production_index,negative,True,neutral,False
797,crime_count,negative,False,__missed_factor__,False
799,housing_area_per_capita,negative,False,__missed_factor__,False
799,crime_count,negative,False,__missed_factor__,False
801,enterprises_count,positive,False,__missed_factor__,False
802,industrial_production_index,positive,True,neutral,False
803,industrial_production_index,positive,True,neutral,False
804,enterprises_count,positive,False,__missed_factor__,False
805,crime_count,negative,False,__missed_factor__,False
805,mortality_rate,negative,False,__missed_factor__,False
806,crime_count,negative,False,__missed_factor__,False
808,industrial_production_index,negative,True,negative,True
808,crime_count,negative,False,__missed_factor__,False
809,housing_area_per_capita,negative,False,__missed_factor__,False
809,industrial_production_index,negative,False,__missed_factor__,False
810,enterprises_count,negative,False,__missed_factor__,False
811,enterprises_count,negative,False,__missed_factor__,False
812,enterprises_count,positive,True,positive,True
813,unemployment_rate,negative,False,__missed_factor__,False
814,enterprises_count,positive,False,__missed_factor__,False
815,international_inflow,negative,True,negative,True
816,industrial_production_index,positive,False,__missed_factor__,False
817,crime_count,negative,False,__missed_factor__,False
819,consumer_price_index,positive,False,__missed_factor__,False
820,industrial_production_index,negative,False,__missed_factor__,False
821,international_inflow,positive,True,positive,True
823,enterprises_count,negative,False,__missed_factor__,False
824,international_inflow,positive,False,__missed_factor__,False
825,industrial_production_index,negative,False,__missed_factor__,False
826,crime_count,negative,True,neutral,False
827,per_capita_income,positive,False,__missed_factor__,False
828,crime_count,negative,False,__missed_factor__,False
830,enterprises_count,positive,False,__missed_factor__,False
831,life_expectancy,negative,False,__missed_factor__,False
832,industrial_production_index,negative,True,neutral,False
833,industrial_production_index,negative,False,__missed_factor__,False
834,crime_count,negative,False,__missed_factor__,False
835,real_income_index,negative,False,__missed_factor__,False
835,consumer_price_index,negative,True,negative,True
836,enterprises_count,negative,False,__missed_factor__,False
837,industrial_production_index,negative,True,negative,True
837,enterprises_count,negative,False,__missed_factor__,False
838,enterprises_count,positive,True,neutral,False
839,crime_count,negative,True,negative,True
840,industrial_production_index,positive,False,__missed_factor__,False
841,crime_count,negative,False,__missed_factor__,False
841,wastewater_discharge,negative,False,__missed_factor__,False
843,enterprises_count,positive,True,positive,True
844,enterprises_count,negative,True,negative,True
844,crime_count,negative,False,__missed_factor__,False
845,enterprises_count,negative,False,__missed_factor__,False
848,enterprises_count,negative,False,__missed_factor__,False
850,consumer_price_index,neutral,False,__missed_factor__,False
851,enterprises_count,neutral,True,neutral,True
853,consumer_price_index,positive,False,__missed_factor__,False
855,crime_count,negative,False,__missed_factor__,False
855,mortality_rate,negative,False,__missed_factor__,False
857,crime_count,negative,False,__missed_factor__,False
858,crime_count,positive,True,neutral,False
861,enterprises_count,positive,False,__missed_factor__,False
862,crime_count,negative,False,__missed_factor__,False
863,industrial_production_index,neutral,True,neutral,True
864,enterprises_count,positive,True,neutral,False
865,industrial_production_index,negative,True,neutral,False
866,industrial_production_index,positive,True,positive,True
867,industrial_production_index,negative,True,negative,True
867,enterprises_count,negative,False,__missed_factor__,False
868,life_expectancy,negative,False,__missed_factor__,False
868,housing_area_per_capita,negative,False,__missed_factor__,False
869,crime_count,negative,False,__missed_factor__,False
871,life_expectancy,negative,False,__missed_factor__,False
871,crime_count,negative,True,negative,True
872,industrial_production_index,negative,True,negative,True
872,crime_count,negative,False,__missed_factor__,False
873,crime_count,negative,False,__missed_factor__,False
874,enterprises_count,positive,True,positive,True
875,enterprises_count,negative,True,negative,True
876,unemployment_rate,negative,False,__missed_factor__,False
876,crime_count,negative,False,__missed_factor__,False
877,industrial_production_index,negative,True,neutral,False
877,crime_count,negative,False,__missed_factor__,False
878,industrial_production_index,positive,True,neutral,False
879,crime_count,negative,True,negative,True
879,mortality_rate,negative,False,__missed_factor__,False
880,industrial_production_index,positive,True,neutral,False
881,consumer_price_index,negative,False,__missed_factor__,False
881,industrial_production_index,negative,True,positive,False
882,industrial_production_index,positive,False,__missed_factor__,False
883,international_inflow,negative,True,neutral,False
883,life_expectancy,negative,False,__missed_factor__,False
884,crime_count,negative,True,negative,True
885,industrial_production_index,positive,False,__missed_factor__,False
886,crime_count,negative,True,negative,True
887,crime_count,negative,False,__missed_factor__,False
888,enterprises_count,neutral,False,__missed_factor__,False
890,life_expectancy,negative,False,__missed_factor__,False
891,industrial_production_index,negative,True,negative,True
892,industrial_production_index,negative,False,__missed_factor__,False
892,crime_count,negative,False,__missed_factor__,False
893,crime_count,negative,False,__missed_factor__,False
894,industrial_production_index,negative,False,__missed_factor__,False
895,enterprises_count,positive,False,__missed_factor__,False
897,air_pollution,negative,False,__missed_factor__,False
897,wastewater_discharge,negative,False,__missed_factor__,False
898,enterprises_count,positive,True,positive,True
899,housing_area_per_capita,positive,False,__missed_factor__,False
899,industrial_production_index,positive,True,negative,False
901,life_expectancy,negative,False,__missed_factor__,False
901,crime_count,negative,True,negative,True
902,life_expectancy,negative,False,__missed_factor__,False
902,crime_count,negative,True,negative,True
903,enterprises_count,negative,True,neutral,False
904,international_inflow,negative,True,neutral,False
906,population_size,negative,False,__missed_factor__,False
906,life_expectancy,negative,True,neutral,False
908,enterprises_count,positive,True,negative,False
909,crime_count,negative,True,negative,True
910,crime_count,negative,False,__missed_factor__,False
911,enterprises_count,negative,False,__missed_factor__,False
912,crime_count,negative,True,negative,True
915,consumer_price_index,positive,True,negative,False
916,crime_count,negative,False,__missed_factor__,False
917,industrial_production_index,negative,True,positive,False
917,crime_count,negative,False,__missed_factor__,False
918,life_expectancy,negative,False,__missed_factor__,False
918,enterprises_count,negative,False,__missed_factor__,False
919,crime_count,negative,False,__missed_factor__,False
920,industrial_production_index,negative,False,__missed_factor__,False
921,enterprises_count,positive,True,positive,True
922,crime_count,negative,False,__missed_factor__,False
923,industrial_production_index,neutral,True,neutral,True
924,industrial_production_index,positive,True,neutral,False
925,industrial_production_index,positive,False,__missed_factor__,False
926,enterprises_count,positive,False,__missed_factor__,False
928,consumer_price_index,positive,True,negative,False
929,industrial_production_index,positive,True,positive,True
929,air_pollution,positive,False,__missed_factor__,False
930,enterprises_count,positive,True,positive,True
931,crime_count,negative,True,negative,True
931,mortality_rate,negative,False,__missed_factor__,False
932,crime_count,negative,False,__missed_factor__,False
934,enterprises_count,positive,False,__missed_factor__,False
935,consumer_price_index,negative,True,negative,True
935,industrial_production_index,negative,False,__missed_factor__,False
936,industrial_production_index,positive,True,neutral,False
937,enterprises_count,positive,True,positive,True
938,crime_count,negative,False,__missed_factor__,False
939,industrial_production_index,negative,True,negative,True
939,air_pollution,negative,False,__missed_factor__,False
940,enterprises_count,negative,False,__missed_factor__,False
941,crime_count,negative,False,__missed_factor__,False
942,life_expectancy,negative,False,__missed_factor__,False
942,air_pollution,negative,False,__missed_factor__,False
943,consumer_price_index,negative,True,neutral,False
944,enterprises_count,positive,True,neutral,False
945,enterprises_count,negative,False,__missed_factor__,False
946,enterprises_count,negative,True,neutral,False
946,crime_count,negative,False,__missed_factor__,False
947,enterprises_count,positive,True,positive,True
949,life_expectancy,negative,False,__missed_factor__,False
949,mortality_rate,negative,False,__missed_factor__,False
950,crime_count,negative,False,__missed_factor__,False
951,consumer_price_index,positive,True,neutral,False
952,industrial_production_index,positive,True,neutral,False
954,industrial_production_index,negative,False,__missed_factor__,False
954,enterprises_count,negative,False,__missed_factor__,False
956,life_expectancy,negative,False,__missed_factor__,False
958,industrial_production_index,negative,False,__missed_factor__,False
959,crime_count,negative,False,__missed_factor__,False
960,consumer_price_index,negative,True,negative,True
961,life_expectancy,negative,False,__missed_factor__,False
962,enterprises_count,positive,False,__missed_factor__,False
963,industrial_production_index,negative,True,neutral,False
964,crime_count,negative,False,__missed_factor__,False
966,enterprises_count,positive,False,__missed_factor__,False
967,industrial_production_index,positive,False,__missed_factor__,False
969,industrial_production_index,negative,False,__missed_factor__,False
969,crime_count,negative,True,negative,True
970,industrial_production_index,positive,False,__missed_factor__,False
971,enterprises_count,negative,True,neutral,False
971,crime_count,negative,False,__missed_factor__,False
972,enterprises_count,negative,True,negative,True
972,crime_count,negative,False,__missed_factor__,False
973,international_inflow,negative,True,neutral,False
974,life_expectancy,negative,False,__missed_factor__,False
975,crime_count,negative,True,negative,True
976,enterprises_count,negative,True,neutral,False
977,industrial_production_index,negative,False,__missed_factor__,False
978,consumer_price_index,neutral,True,negative,False
979,crime_count,negative,True,negative,True
980,enterprises_count,positive,False,__missed_factor__,False
981,mortality_rate,negative,False,__missed_factor__,False
982,industrial_production_index,negative,False,__missed_factor__,False
983,enterprises_count,positive,False,__missed_factor__,False
984,industrial_production_index,positive,True,positive,True
984,enterprises_count,positive,False,__missed_factor__,False
985,industrial_production_index,negative,False,__missed_factor__,False
985,enterprises_count,negative,False,__missed_factor__,False
986,housing_area_per_capita,negative,False,__missed_factor__,False
986,wastewater_discharge,negative,False,__missed_factor__,False
987,crime_count,negative,False,__missed_factor__,False
988,crime_count,negative,False,__missed_factor__,False
990,enterprises_count,positive,False,__missed_factor__,False
991,consumer_price_index,negative,True,negative,True
992,crime_count,negative,True,neutral,False
993,crime_count,negative,True,negative,True
994,enterprises_count,positive,True,positive,True
995,industrial_production_index,positive,False,__missed_factor__,False
996,crime_count,negative,False,__missed_factor__,False
998,industrial_production_index,negative,False,__missed_factor__,False
998,enterprises_count,negative,True,negative,True
999,enterprises_count,positive,True,positive,True
1000,crime_count,negative,False,__missed_factor__,False
