dataset_row_id,published_at,title,description,url,text_excerpt,manual_applicable_bool,manual_primary_class,manual_additional_factors,manual_factor_set,manual_signal_label,manual_relevance,manual_pressure,manual_annotator_confidence,llm_pred_primary_class,llm_top_relevance,llm_top_sentiment_label,llm_top_pressure,llm_top_confidence,llm_top_evidence,llm_top_reason,llm_top_relevant_factors,supervised_pred_primary_class,review_priority,review_flags,needs_manual_review,review_decision,new_applicable,new_primary_factor,new_additional_factors,new_signal_label,new_relevance,new_pressure,review_notes
8,2025-06-02T15:27+03:00,"Скидки на нефть Urals и ESPO в мае упали на $0,6-1 за баррель к апрелю","Интерфакс: Скидки на российскую нефть Urals по итогам мая снизились на $0,6-1 за баррель к уровням апреля, на нефть ESPO - упали почти на $1/баррель, премии в Китае выросли на $0,2/барр., свидетельствуют данные ценового агентства Argus, с которыми ознакомился ""Интерфакс"".",https://www.interfax.ru/business/1029111,"Скидки на нефть Urals и ESPO в мае упали на $0,6-1 за баррель к апрелю | Интерфакс: Скидки на российскую нефть Urals по итогам мая снизились на $0,6-1 за баррель к уровням апреля, на нефть ESPO - упали почти на $1/баррель, премии в Китае выросли на $0,2/барр., свидетельствуют данные ценового агентства Argus, с которыми ознакомился ""Интерфакс"". | Москва. 2 июня. INTERFAX.RU - Скидки на российскую нефть Urals по итогам мая снизились на $0,6-1 за баррель к уровням апреля, на нефть ESPO - упали почти на $1/баррель, премии в Китае выросли на $0,2/барр., свидетельствуют данные ценового агентства Argus, с которыми ознакомился ""Интерфакс"".",False,not_relevant,[],[],neutral,0.1,0.0,0.82,consumer_price_index,0.6,negative,0.5,0.8,"Скидки на нефть Urals и ESPO упали на $0,6-1 за баррель",Изменение цен на нефть является ключевым фактором.,consumer_price_index:0.60,consumer_price_index,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
28,2025-03-15T17:08+03:00,Судебные власти Франции разрешили Дурову на время переехать в Дубай,"Интерфакс: Основатель Telegram Павел Дуров в субботу утром вылетел из Франции в Дубай, так как получил разрешение на это от судебных властей, сообщают французские СМИ со ссылкой на источники.",https://www.interfax.ru/world/1013848,"Судебные власти Франции разрешили Дурову на время переехать в Дубай | Интерфакс: Основатель Telegram Павел Дуров в субботу утром вылетел из Франции в Дубай, так как получил разрешение на это от судебных властей, сообщают французские СМИ со ссылкой на источники. | Москва. 15 марта. INTERFAX.RU - Основатель Telegram Павел Дуров в субботу утром вылетел из Франции в Дубай, так как получил разрешение на это от судебных властей, сообщают французские СМИ со ссылкой на источники.",False,not_relevant,[],[],neutral,0.0,0.0,0.88,international_outflow,0.6,neutral,0.4,0.7,Дуров вылетел из Франции в Дубай,Перемещение основателя Telegram является миграционным фактором.,international_outflow:0.60,crime_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
38,2025-02-27T19:08+03:00,Рынок акций РФ в четверг сбавил темпы снижения благодаря заявлениям Путина,"Интерфакс: Рынок акций РФ в четверг сбавил темпы коррекционного снижения из-за фиксации прибыли игроками, локальную поддержку оказали заявления президента РФ Владимира Путина о том, что первые контакты с новой администрацией США вселяют определенные надежды на восстановление межгосударственных отношений; негативным фактором для рынка остаются ожидания пролонгации жесткой монетарной политики ЦБ РФ из-за высокой инфляции.",https://www.interfax.ru/business/1011220,"Рынок акций РФ в четверг сбавил темпы снижения благодаря заявлениям Путина | Интерфакс: Рынок акций РФ в четверг сбавил темпы коррекционного снижения из-за фиксации прибыли игроками, локальную поддержку оказали заявления президента РФ Владимира Путина о том, что первые контакты с новой администрацией США вселяют определенные надежды на восстановление межгосударственных отношений; негативным фактором для рынка остаются ожидания пролонгации жесткой монетарной политики ЦБ РФ из-за высокой инфляции. | Москва. 27 февраля. INTERFAX.RU - Рынок акций РФ в четверг сбавил темпы коррекционного снижения из-за фиксации прибыли игроками, локальную поддержку оказали заявления президента РФ Владимира Путина о том, что первые контакты с новой администрацией США вселяют определенные надежды на восстановление межгосударственных отношений; негативным фактором для рынка остаются ожидания пролонгации жесткой ",False,not_relevant,[],[],neutral,0.15,0.05,0.76,consumer_price_index,0.6,negative,0.5,0.8,негативным фактором остаются ожидания пролонгации жесткой монетарной политики,Ожидания пролонгации жесткой монетарной политики ЦБ РФ.,consumer_price_index:0.60,enterprises_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
41,2025-07-30T12:59+03:00,Россия и Китай проведут в начале августа военные учения в Японском море,"Интерфакс: Российско-китайское военно-морское учение ""Морское взаимодействие-2025"" пройдет 1-5 августа в Японском море, сообщил Тихоокеанский флот (ТОФ) в среду.""На Тихоокеанском флоте (ТОФ) с 1 по 5 августа 2025 года состоится совместное российско-китайское военно-морское учение ""Морское взаимодействие-2025"".",https://www.interfax.ru/russia/1038772,"Россия и Китай проведут в начале августа военные учения в Японском море | Интерфакс: Российско-китайское военно-морское учение ""Морское взаимодействие-2025"" пройдет 1-5 августа в Японском море, сообщил Тихоокеанский флот (ТОФ) в среду.""На Тихоокеанском флоте (ТОФ) с 1 по 5 августа 2025 года состоится совместное российско-китайское военно-морское учение ""Морское взаимодействие-2025"". | Москва. 30 июля. INTERFAX.RU - Российско-китайское военно-морское учение ""Морское взаимодействие-2025"" пройдет 1-5 августа в Японском море, сообщил Тихоокеанский флот (ТОФ) в среду.",False,not_relevant,[],[],neutral,0.05,0.0,0.82,international_inflow,0.3,positive,0.1,0.7,Российско-китайское военно-морское учение,Военные учения между РФ и КНР.,international_inflow:0.30,crime_count,95,manual_not_relevant_both_models_relevant,True,,,,,,,,
66,2025-10-31T18:07+03:00,Лукашенко обвинил Польшу в срыве обмена задержанными по обвинению в шпионаже,"Интерфакс: Польша сорвала предварительную договоренность об обмене с Белоруссией задержанными поподозрению в шпионаже в этих странах, заявил белорусский президент Александр Лукашенко во время рабочего визита в регионы.",https://www.interfax.ru/world/1055829,"Лукашенко обвинил Польшу в срыве обмена задержанными по обвинению в шпионаже | Интерфакс: Польша сорвала предварительную договоренность об обмене с Белоруссией задержанными поподозрению в шпионаже в этих странах, заявил белорусский президент Александр Лукашенко во время рабочего визита в регионы. | Москва. 31 октября. INTERFAX.RU - Польша сорвала предварительную договоренность об обмене с Белоруссией задержанными поподозрению в шпионаже в этих странах, заявил белорусский президент Александр Лукашенко во время рабочего визита в регионы. Об этом сообщает его пресс-служба.",False,not_relevant,[],[],neutral,0.15,0.05,0.76,international_inflow,0.3,neutral,0.2,0.7,Польша сорвала обмен задержанными по шпионажу,Срыв обмена задержанными по шпионажу,international_inflow:0.30,international_inflow,95,manual_not_relevant_both_models_relevant,True,,,,,,,,
112,2025-12-18T06:29+03:00,Трамп заявил об успехах своей экономической политики,"Интерфакс: Президент США Дональд Трамп в обращении к нации заявил, что за время своего пребывания на посту добился значительного прогресса в снижении цен.""11 месяцев назад я унаследовал беспорядок, и я его устраняю"", - сказал Трамп.""Когда я вступил в должность, инфляция была самой высокой за последние 48 лет, а некоторые сказали бы, что и за всю историю нашей страны, что привело к росту цен как никогда ранее, сделав жизнь миллионов и миллионов американцев недоступной"", - отметил он.",https://www.interfax.ru/world/1063870,"Трамп заявил об успехах своей экономической политики | Интерфакс: Президент США Дональд Трамп в обращении к нации заявил, что за время своего пребывания на посту добился значительного прогресса в снижении цен.""11 месяцев назад я унаследовал беспорядок, и я его устраняю"", - сказал Трамп.""Когда я вступил в должность, инфляция была самой высокой за последние 48 лет, а некоторые сказали бы, что и за всю историю нашей страны, что привело к росту цен как никогда ранее, сделав жизнь миллионов и миллионов американцев недоступной"", - отметил он. | Москва. 18 декабря. INTERFAX.RU - Президент США Дональд Трамп в обращении к нации заявил, что за время своего пребывания на посту добился значительного прогресса в снижении цен.",False,not_relevant,[],[],neutral,0.1,0.0,0.78,consumer_price_index,0.9,negative,0.6,0.9,Президент заявил о снижении цен и инфляции,Фокус на снижении инфляции и цен.,consumer_price_index:0.90,consumer_price_index,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
132,2025-01-28T10:18+03:00,"Акции ""М.Видео"" заметно дорожают второй день подряд на слухах о продаже торговой сети","Интерфакс: В начале основных торгов на ""Мосбирже"" акции ""М.",https://www.interfax.ru/business/1004968,"Акции ""М.Видео"" заметно дорожают второй день подряд на слухах о продаже торговой сети | Интерфакс: В начале основных торгов на ""Мосбирже"" акции ""М. | Москва. 28 января. INTERFAX.RU - В начале основных торгов на ""Мосбирже"" акции ""М.Видео"" подорожали на 2,2% (до 112 рублей за штуку) после повышения на 4,7% вечером в понедельник; ценные бумаги компании заметно дорожают второй день подряд на слухах о возможной продаже владельцами торговой сети.",False,not_relevant,[],[],neutral,0.1,0.0,0.78,enterprises_count,0.6,neutral,0.4,0.8,ритейлер ведет переговоры о продаже сети,Переговоры о продаже сети влияют на деловую активность.,enterprises_count:0.60,enterprises_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
169,2025-05-21T06:12+03:00,В КНР предупредили об ответственности за следование мерам США против китайских чипов,"Интерфакс: Организации и лица, которые будут выполнять требования США о запрете на использование китайских чипов, будут привлекаться к юридической ответственности в соответствии с законом, говорится в распространенном заявлении министерства коммерции КНР.""Любая организация или частное лицо, которые внедряют или помогают в реализации мер США, будут подозреваться в нарушении ""Закона Китайской Народной Республики о санкциях против иностранных государств"" и других законов и нормативных актов и будут нести соответствующую юридическую ответственность"", - предупредило ведомство.",https://www.interfax.ru/world/1026768,"В КНР предупредили об ответственности за следование мерам США против китайских чипов | Интерфакс: Организации и лица, которые будут выполнять требования США о запрете на использование китайских чипов, будут привлекаться к юридической ответственности в соответствии с законом, говорится в распространенном заявлении министерства коммерции КНР.""Любая организация или частное лицо, которые внедряют или помогают в реализации мер США, будут подозреваться в нарушении ""Закона Китайской Народной Республики о санкциях против иностранных государств"" и других законов и нормативных актов и будут нести соответствующую юридическую ответственность"", - предупредило ведомство. | Москва. 21 мая. INTERFAX.RU - Организации и лица, которые будут выполнять требования США о запрете на использование китайских чипов, будут привлекаться к юридической ответственности в соответствии с законом, говорится в распростране",False,not_relevant,[],[],neutral,0.1,0.0,0.8,industrial_production_index,0.6,negative,0.7,0.8,Предупреждение об ответственности за чипы,Санкции влияют на цепочки производства,industrial_production_index:0.60,crime_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
172,2026-02-24T16:23+03:00,Тигров не осталось в Ленинградском зоопарке,"Интерфакс: Амурский тигр Амадей из Ленинградского зоопарка скончался на 17-м году жизни, сообщила пресс-служба зверинца во вторник.",https://www.interfax.ru/russia/1074389,"Тигров не осталось в Ленинградском зоопарке | Интерфакс: Амурский тигр Амадей из Ленинградского зоопарка скончался на 17-м году жизни, сообщила пресс-служба зверинца во вторник. | Москва. 24 февраля. INTERFAX.RU - Амурский тигр Амадей из Ленинградского зоопарка скончался на 17-м году жизни, сообщила пресс-служба зверинца во вторник.",False,not_relevant,[],[],neutral,0.0,0.0,0.88,mortality_rate,0.3,negative,0.1,0.7,Амурский тигр Амадей скончался на 17-м году жизни,"Смерть животного, связанная с возрастом",mortality_rate:0.30,life_expectancy,95,manual_not_relevant_both_models_relevant,True,,,,,,,,
187,2025-07-18T15:03+03:00,"Запрет на импорт в ЕС очищенных нефтепродуктов из нефти РФ не коснется США, Британии, Канады и Норвегии","Интерфакс: ЕС в рамках очередного пакета санкций в отношении России ввел в пятницу запрет на продукты переработки российской нефти.""ЕС вводит запрет на импорт на продукты переработки, изготовленные из российской нефти, которые могут поступить в третью страну"", - информирует Совет Евросоюза.""Исключение составляют Великобритания, Канада, Норвегия, США и Швейцария"", - отмечается в коммюнике.",https://www.interfax.ru/world/1036892,"Запрет на импорт в ЕС очищенных нефтепродуктов из нефти РФ не коснется США, Британии, Канады и Норвегии | Интерфакс: ЕС в рамках очередного пакета санкций в отношении России ввел в пятницу запрет на продукты переработки российской нефти.""ЕС вводит запрет на импорт на продукты переработки, изготовленные из российской нефти, которые могут поступить в третью страну"", - информирует Совет Евросоюза.""Исключение составляют Великобритания, Канада, Норвегия, США и Швейцария"", - отмечается в коммюнике. | Москва. 18 июля. INTERFAX.RU - ЕС в рамках очередного пакета санкций в отношении России ввел в пятницу запрет на продукты переработки российской нефти.",False,not_relevant,[],[],neutral,0.15,0.05,0.74,international_outflow,0.3,neutral,0.2,0.7,ЕС ввел запрет на импорт нефтепродуктов,Санкции влияют на торговые потоки,international_outflow:0.30,industrial_production_index,95,manual_not_relevant_both_models_relevant,True,,,,,,,,
188,2025-02-26T15:00+03:00,General Motors запускает обратный выкуп акций на $6 млрд,"Интерфакс: Американский автопроизводитель General Motors Co. (GM) утвердил новую программу обратного выкупа акций на $6 млрд, а также повышение квартальных дивидендов на 25%.",https://www.interfax.ru/business/1010936,"General Motors запускает обратный выкуп акций на $6 млрд | Интерфакс: Американский автопроизводитель General Motors Co. (GM) утвердил новую программу обратного выкупа акций на $6 млрд, а также повышение квартальных дивидендов на 25%. | Москва. 26 февраля. INTERFAX.RU - Американский автопроизводитель General Motors Co. (GM) утвердил новую программу обратного выкупа акций на $6 млрд, а также повышение квартальных дивидендов на 25%.",False,not_relevant,[],[],neutral,0.1,0.0,0.8,enterprises_count,0.6,positive,0.4,0.8,General Motors утвердил обратный выкуп акций,Действия влияют на корпоративную активность,enterprises_count:0.60,enterprises_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
210,2025-03-28T20:36+03:00,"Что произошло за день: пятница, 28 марта","Интерфакс: Землетрясение в Мьянме, разрушение газоизмерительной станции ""Суджа"", предотвращение теракта в административном здании в Москве, включение комментатора Шмурнова в список иноагентов",https://www.interfax.ru/russia/1017234,"Что произошло за день: пятница, 28 марта | Интерфакс: Землетрясение в Мьянме, разрушение газоизмерительной станции ""Суджа"", предотвращение теракта в административном здании в Москве, включение комментатора Шмурнова в список иноагентов | Землетрясение в Мьянме, разрушение газоизмерительной станции ""Суджа"", предотвращение теракта в административном здании в Москве, включение комментатора Шмурнова в список иноагентов",False,not_relevant,[],[],neutral,0.15,0.05,0.72,crime_count,0.6,negative,0.5,0.8,Предотвращение теракта в административном здании в Москве,"События, связанные с предотвращением теракта",crime_count:0.60,mortality_rate,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
233,2025-09-30T18:16+03:00,Инвесткомпания Permira собралась продать Neuraxpharm за 3-4 млрд евро,"Интерфакс: Инвестиционная компания Permira изучает возможность продажи принадлежащей ей фармацевтической фирмы Neuraxpharm, сумма сделки может составить от 3 до 4 млрд евро, пишет Bloomberg со ссылкой на информированные источники.",https://www.interfax.ru/world/1050109,"Инвесткомпания Permira собралась продать Neuraxpharm за 3-4 млрд евро | Интерфакс: Инвестиционная компания Permira изучает возможность продажи принадлежащей ей фармацевтической фирмы Neuraxpharm, сумма сделки может составить от 3 до 4 млрд евро, пишет Bloomberg со ссылкой на информированные источники. | Москва. 30 сентября. INTERFAX.RU - Инвестиционная компания Permira изучает возможность продажи принадлежащей ей фармацевтической фирмы Neuraxpharm, сумма сделки может составить от 3 до 4 млрд евро, пишет Bloomberg со ссылкой на информированные источники.",False,not_relevant,[],[],neutral,0.1,0.0,0.8,enterprises_count,0.6,neutral,0.3,0.8,Инвесткомпания Permira собралась продать Neuraxpharm,Сделка касается фармацевтической компании.,enterprises_count:0.60,enterprises_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
288,2025-08-19T14:04+03:00,Поток автомобилей по Крымскому мосту вырос в 2025 году более чем на 20%,"Интерфакс: Число автомобилей, въезжающих в Крым по Крымскому мосту, выросло в этом году более чем на 20%, сообщил во вторник глава республики Сергей Аксенов.""Пропускная способность моста ограничена, сегодня в сутки мост пропускает около 13 тыс. автомобилей в одну сторону - на въезд, в Крым.",https://www.interfax.ru/russia/1042919,"Поток автомобилей по Крымскому мосту вырос в 2025 году более чем на 20% | Интерфакс: Число автомобилей, въезжающих в Крым по Крымскому мосту, выросло в этом году более чем на 20%, сообщил во вторник глава республики Сергей Аксенов.""Пропускная способность моста ограничена, сегодня в сутки мост пропускает около 13 тыс. автомобилей в одну сторону - на въезд, в Крым. | Москва. 19 августа. INTERFAX.RU - Число автомобилей, въезжающих в Крым по Крымскому мосту, выросло в этом году более чем на 20%, сообщил во вторник глава республики Сергей Аксенов.",False,not_relevant,[],[],neutral,0.1,0.0,0.78,international_inflow,0.6,positive,0.7,0.8,Поток автомобилей по Крымскому мосту вырос в 20%,Рост транспортного потока указывает на приток людей.,international_inflow:0.60,international_inflow,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
298,2025-04-04T12:53+03:00,Падение S&P 500 на 10% с возвращения Трампа показало худший старт президентства с 2001 г.,Интерфакс: Американский фондовый индекс S&amp;P 500 снизился на 10% с момента возвращения президента США Дональда Трампа в Белый дом в январе текущего года.,https://www.interfax.ru/business/1018276,Падение S&P 500 на 10% с возвращения Трампа показало худший старт президентства с 2001 г. | Интерфакс: Американский фондовый индекс S&amp;P 500 снизился на 10% с момента возвращения президента США Дональда Трампа в Белый дом в январе текущего года. | Москва. 4 апреля. INTERFAX.RU - Американский фондовый индекс S&P 500 снизился на 10% с момента возвращения президента США Дональда Трампа в Белый дом в январе текущего года.,False,not_relevant,[],[],neutral,0.1,0.0,0.78,consumer_price_index,0.6,negative,0.5,0.8,S&P 500 снизился на 10% с возвращения Трампа,Падение индекса отражает экономическое давление.,consumer_price_index:0.60,enterprises_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
319,2026-02-18T04:43+03:00,Задержка движения поездов в Приамурье из-за схода вагона превысила девять часов,"Интерфакс: Два пассажирских поезда продолжили движение с задержкой свыше девяти часов после завершения восстановительных работ на перегоне в Амурской области, где вечером во вторник с рельсов сошел вагон грузового поезда, сообщает в среду Дальневосточная железная дорога (ДВЖД, филиал ОАО ""РЖД"").""В среду на перегоне Путевой пост 2683 км - Верхнезейск завершены восстановительные работы.",https://www.interfax.ru/russia/1073325,"Задержка движения поездов в Приамурье из-за схода вагона превысила девять часов | Интерфакс: Два пассажирских поезда продолжили движение с задержкой свыше девяти часов после завершения восстановительных работ на перегоне в Амурской области, где вечером во вторник с рельсов сошел вагон грузового поезда, сообщает в среду Дальневосточная железная дорога (ДВЖД, филиал ОАО ""РЖД"").""В среду на перегоне Путевой пост 2683 км - Верхнезейск завершены восстановительные работы. | Москва. 18 февраля. INTERFAX.RU - Два пассажирских поезда продолжили движение с задержкой свыше девяти часов после завершения восстановительных работ на перегоне в Амурской области, где вечером во вторник с рельсов сошел вагон грузового поезда, сообщает в среду Дальневосточная железная дорога (ДВЖД, филиал ОАО ""РЖД"").",False,not_relevant,[],[],neutral,0.1,0.0,0.78,internal_departures,0.6,neutral,0.4,0.7,Задержка движения поездов в Приамурье,"Нарушение транспортного сообщения, косвенно влияет на мобильность.",internal_departures:0.60,industrial_production_index,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
322,2025-09-14T08:30+03:00,"Что случилось этой ночью: воскресенье, 14 сентября","Интерфакс: Цистерны и вагоны сошли с рельсов в Ленинградской области, визит Трампа в Пекин под вопросом, ""Краснодар"" вновь возглавил РПЛ",https://www.interfax.ru/world/1047173,"Что случилось этой ночью: воскресенье, 14 сентября | Интерфакс: Цистерны и вагоны сошли с рельсов в Ленинградской области, визит Трампа в Пекин под вопросом, ""Краснодар"" вновь возглавил РПЛ | Цистерны и вагоны сошли с рельсов в Ленинградской области, визит Трампа в Пекин под вопросом, ""Краснодар"" вновь возглавил РПЛ",False,not_relevant,[],[],neutral,0.15,0.05,0.72,crime_count,0.3,neutral,0.2,0.7,погибшие и пострадавший были сотрудниками Росгвардии,Упомянуты погибшие сотрудники Росгвардии на дороге.,crime_count:0.30,mortality_rate,95,manual_not_relevant_both_models_relevant,True,,,,,,,,
340,2025-09-26T19:08+03:00,Высшая квалификационная коллегия судей прекратила полномочия судьи Момотова,Интерфакс: Полномочия прекращены в связи с его заявлением об отставке,https://www.interfax.ru/russia/1049560,Высшая квалификационная коллегия судей прекратила полномочия судьи Момотова | Интерфакс: Полномочия прекращены в связи с его заявлением об отставке | Полномочия прекращены в связи с его заявлением об отставке,False,not_relevant,[],[],neutral,0.1,0.0,0.78,crime_count,0.6,negative,0.7,0.85,Прекратили полномочия судьи в связи с заявлением об отставке.,Дело связано с коррупционными обвинениями и имуществом.,crime_count:0.60,crime_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
380,2025-07-09T19:02+03:00,Рынок акций РФ в среду упал ниже 2700п по индексу МосБиржи на опасениях новых санкций,"Интерфакс: Рынок акций РФ в среду ускорил снижение под давлением продаж на фоне возросших рисков введения новых антироссийских санкций США, о которых накануне вечером заявил американский президент Дональд Трамп; также сохраняются ожидания введения 18-го санкционного пакета в отношении России со стороны Евросоюза.",https://www.interfax.ru/business/1035418,"Рынок акций РФ в среду упал ниже 2700п по индексу МосБиржи на опасениях новых санкций | Интерфакс: Рынок акций РФ в среду ускорил снижение под давлением продаж на фоне возросших рисков введения новых антироссийских санкций США, о которых накануне вечером заявил американский президент Дональд Трамп; также сохраняются ожидания введения 18-го санкционного пакета в отношении России со стороны Евросоюза. | Москва. 9 июля. INTERFAX.RU - Рынок акций РФ в среду ускорил снижение под давлением продаж на фоне возросших рисков введения новых антироссийских санкций США, о которых накануне вечером заявил американский президент Дональд Трамп; также сохраняются ожидания введения 18-го санкционного пакета в отношении России со стороны Евросоюза. Индекс МосБиржи упал ниже 2700 пунктов, обновив минимум с 9 апреля; лидировали в снижении акции ""Газпрома"" (-4,2%), ВТБ (-3,7%) и бумаги золотодобытчиков, упали ",False,not_relevant,[],[],neutral,0.1,0.0,0.78,consumer_price_index,0.6,negative,0.5,0.8,Рынок акций РФ в среду упал ниже 2700п,падение фондового рынка,consumer_price_index:0.60,enterprises_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
408,2025-09-26T16:59+03:00,ЦБ РФ продлил еще на полгода ограничения на перевод средств за рубеж,"Интерфакс: ЦБ РФ продлил еще на полгода, до 31 марта 2026 года, ограничения на перевод средств за рубеж, говорится в сообщении регулятора.",https://www.interfax.ru/business/1049533,"ЦБ РФ продлил еще на полгода ограничения на перевод средств за рубеж | Интерфакс: ЦБ РФ продлил еще на полгода, до 31 марта 2026 года, ограничения на перевод средств за рубеж, говорится в сообщении регулятора. | Москва. 26 сентября. INTERFAX.RU - ЦБ РФ продлил еще на полгода, до 31 марта 2026 года, ограничения на перевод средств за рубеж, говорится в сообщении регулятора.",False,not_relevant,[],[],neutral,0.0,0.0,0.82,international_outflow,0.3,neutral,0.2,0.7,продлил ограничения на перевод средств за рубеж,Продление ограничений на перевод средств.,international_outflow:0.30,enterprises_count,95,manual_not_relevant_both_models_relevant,True,,,,,,,,
440,2025-08-19T06:39+03:00,Уолл-стрит закрылась практически без изменений в ожидании выступления Пауэлла,"Интерфакс: Американские фондовые индексы завершили сессию в понедельник с разнонаправленными изменениями в пределах 0,1%.",https://www.interfax.ru/world/1042855,"Уолл-стрит закрылась практически без изменений в ожидании выступления Пауэлла | Интерфакс: Американские фондовые индексы завершили сессию в понедельник с разнонаправленными изменениями в пределах 0,1%. | Москва. 19 августа. INTERFAX.RU - Американские фондовые индексы завершили сессию в понедельник с разнонаправленными изменениями в пределах 0,1%.",False,not_relevant,[],[],neutral,0.0,0.0,0.82,consumer_price_index,0.3,neutral,0.2,0.7,Американские фондовые индексы завершили сессию,"Рыночные индексы, косвенный индикатор экономики.",consumer_price_index:0.30,enterprises_count,95,manual_not_relevant_both_models_relevant,True,,,,,,,,
447,2025-11-12T15:37+03:00,Трамп попросил президента Израиля помиловать премьера Нетаньяху,"Интерфакс: Президент США Дональд Трамп направил президенту Израиля Ицхаку Герцогу письмо, в котором попросил помиловать израильского премьера Биньямина Нетаньяху, который является фигурантом судебных разбирательств, связанных с коррупцией, сообщает в среду The Times of Israel.""Для меня честь писать вам в такое историческое время, когда мы вместе обеспечили мир (...).",https://www.interfax.ru/world/1057585,"Трамп попросил президента Израиля помиловать премьера Нетаньяху | Интерфакс: Президент США Дональд Трамп направил президенту Израиля Ицхаку Герцогу письмо, в котором попросил помиловать израильского премьера Биньямина Нетаньяху, который является фигурантом судебных разбирательств, связанных с коррупцией, сообщает в среду The Times of Israel.""Для меня честь писать вам в такое историческое время, когда мы вместе обеспечили мир (...). | Москва. 12 ноября. INTERFAX.RU - Президент США Дональд Трамп направил президенту Израиля Ицхаку Герцогу письмо, в котором попросил помиловать израильского премьера Биньямина Нетаньяху, который является фигурантом судебных разбирательств, связанных с коррупцией, сообщает в среду The Times of Israel.",False,not_relevant,[],[],neutral,0.0,0.0,0.82,crime_count,0.3,negative,0.7,0.7,Нетаньяху фигурант судебных разбирательств по коррупции,Упоминаются уголовные дела и обвинения в коррупции.,crime_count:0.30,crime_count,95,manual_not_relevant_both_models_relevant,True,,,,,,,,
515,2025-09-24T15:08+03:00,Перенос на 2028 год валютных расчетов через казначейство одобрен в I чтении,"Интерфакс: Госдума приняла в первом чтении законопроект, который переносит с 1 января 2026 года на 1 января 2028 года срок вступления в силу требований, обязывающих ряд участников бюджетного процесса проводить валютные операции через счета Федерального казначейства.",https://www.interfax.ru/russia/1049013,"Перенос на 2028 год валютных расчетов через казначейство одобрен в I чтении | Интерфакс: Госдума приняла в первом чтении законопроект, который переносит с 1 января 2026 года на 1 января 2028 года срок вступления в силу требований, обязывающих ряд участников бюджетного процесса проводить валютные операции через счета Федерального казначейства. | Москва. 24 сентября. INTERFAX.RU - Госдума приняла в первом чтении законопроект, который переносит с 1 января 2026 года на 1 января 2028 года срок вступления в силу требований, обязывающих ряд участников бюджетного процесса проводить валютные операции через счета Федерального казначейства.",False,not_relevant,[],[],neutral,0.0,0.0,0.82,consumer_price_index,0.6,negative,0.5,0.8,Перенос валютных расчетов,Изменение валютных расчетов влияет на экономическую стабильность.,consumer_price_index:0.60,enterprises_count,95,manual_not_relevant_both_models_relevant;llm_high_relevance_against_not_relevant,True,,,,,,,,
